id,date,blood_service,text_char,retweet,followers,friends,tweet
278,15/9/19,GiveBloodNHS,79,1,457,849,"good deed done for today ✅
#giveblood #savelife ❤️@givebloodnhs"
279,15/9/19,GiveBloodNHS,133,1,23,115,@givebloodnhs my blood sees more of the uk than i do ! latest pint is off to southampton ❤ 
280,15/9/19,GiveBloodNHS,140,1,545,1190,something i found out today - my blood will be going to newborn babies! the nurse said it’s very special and pure and suitable for the most tiny babies ☺️💕💉 #giveblood 
281,15/9/19,GiveBloodNHS,77,3,1324,901,"my tenth blood donation 💪
#margot 💕 "
282,15/9/19,GiveBloodNHS,91,1,650,471,my blood donation went to newcastle ♥️ @givebloodnhs 
283,15/9/19,GiveBloodNHS,140,1,1531,1656,"@givebloodnhs done my bit and sacrificed a pint to the #belper 'vampires'! as usual, wonderful staff who are friendly and do a fantastic job! #giveblood "
284,15/9/19,GiveBloodNHS,140,1,33,169,received this through the post yesterday makes you appreciate giving blood and know your blood goes to help people in need #givebloodtosavealives  @givebloodnhs 
285,15/9/19,GiveBloodNHS,104,2,73,237,it’s donation time!!! can’t wait for my biscuit!! @givebloodnhs 
286,15/9/19,GiveBloodNHS,139,0,89,129,recieving this text  off @givebloodnhs made me smile. one of the best feelings in the world knowing my blood donation has gone to help someone else 😇💉❤ 
287,15/9/19,GiveBloodNHS,140,1,98,238,"the crisps and biscuits are great, but these texts are what it’s all about @givebloodnhs ❤️💪🏼 #everydonationcounts #dosomethingamazing #giveblood "
288,15/9/19,GiveBloodNHS,140,1,540,393,"@givebloodnhs pint anyone. giving blood is quick and easy. no pain, just lay back and relax in the company of our professional and caring nurses #blooddonation #sundaythoughts "
289,14/9/19,GiveBloodNHS,86,1,771,623,donating blood again tomorrow 🥰 @givebloodnhs 
290,14/9/19,GiveBloodNHS,140,4,765,821,"was a new experience for me on friday donating my platelets instead of my usual pint of blood. a bit more involved as the machine draws and returns the blood (minus the platelets) over 75 mins, but the nurses were great &amp; i had @bbctms for company @givebloodnhs "
291,14/9/19,GiveBloodNHS,128,0,1132,2912,"@givebloodnhs number 109 this morning at the blood donation centre, addenbrooks, cambs "
292,14/9/19,GiveBloodNHS,79,1,231,789,always love these texts @givebloodnhs 
293,14/9/19,GiveBloodNHS,81,2,363,424,my blood went to guernsey 😱🥰@givebloodnhs 
294,14/9/19,GiveBloodNHS,139,2,31,212,"gave blood in leeds for the first time this afternoon. i don’t know why i was so nervous, the staff there were amazing and really took care of me. it’s such a good feeling to know you could possibly save someone’s life. free biscuits too! @givebloodnhs #blooddonor"
295,14/9/19,GiveBloodNHS,140,2,684,1190,"spent part of the afternoon rigged up to this machine, giving platelets. fantastic staff at ⁦@nhsbt⁩ ⁦⁦@derriford_hosp⁩ as per. biscuits, tea and cheddars too! #giveblood "
296,14/9/19,GiveBloodNHS,80,2,271,613,thanks for this @givebloodnhs #giveblood 
297,14/9/19,GiveBloodNHS,106,0,103,211,i did something good today 💉💪🏻 @givebloodnhs #onegative #giveblood 
298,14/9/19,GiveBloodNHS,140,1,433,1537,this came in the post today as thanks for my 25th blood donation ✉ for years i couldn't give blood but i'm catching up ❤ #giveblood #blooddonor #fridaythe13th nothing to be afraid of 👻👾👽 #savelives 
299,14/9/19,GiveBloodNHS,140,2,3275,3275,oops i did it again. :-d @givebloodnhs @stlaurencefutur hall yesterday.  #stroud #gloucestershire #giveblood #rockthecotswolds #givebloodnhs #giftoflife 
300,14/9/19,GiveBloodNHS,98,1,114,418,"25th pint donated today! 🥳🥳🥳
#giveblood @givebloodnhs "
301,14/9/19,GiveBloodNHS,140,1,61,726,"@givebloodnhs last donation took 5 minutes 39 seconds and this time was 4 minutes and 44 seconds 👊🏽
it really doesn't take long, so if you can people go give blood and see if you can beat my time 👊🏽👊🏽👊🏽 #giveblood #youmightneeditnext "
302,14/9/19,GiveBloodNHS,140,2,1017,441,giving blood does actually feel like that and full marks to @givebloodnhs for brilliant motivational messaging #giveblood 
303,14/9/19,GiveBloodNHS,132,1,44,87,"@givebloodnhs donation 5, #savelives #giveblood #supportfromkiddies #youmightneedit1day "
304,14/9/19,GiveBloodNHS,103,1,51,187,@givebloodnhs thank you for my card #5times #savinglives xxx 
305,14/9/19,GiveBloodNHS,140,2,944,1341,"can’t wait to get back to donating blood, definitely one thing that makes me feel genuinely happy when you receive that text to tell you what hospital it supplied👌🏼💉 @givebloodnhs"
306,14/9/19,GiveBloodNHS,140,1,34,111,@givebloodnhs what a lovely surprise to come home to today !  11th donation on its way next week 😊 
307,14/9/19,GiveBloodNHS,139,0,74,315,"lucky friday the 13th for someone hopefully @givebloodnhs. 
if you have never donated, please give it a go. you never know how much it can help! "
308,14/9/19,GiveBloodNHS,89,0,644,1105,yay my blood travelled over 80 miles @givebloodnhs 
309,14/9/19,GiveBloodNHS,140,3,114,151,i went for a pint after work today 🅾️ looking forward to the text to tell me my blood has helped someone 🥰 why don’t you check if you’re eligible to donate? @givebloodnhs #mybloodstory #giveblood 
310,14/9/19,GiveBloodNHS,111,0,437,483,@viqqs143 @givebloodnhs i love when they text and tell you what hospital it’s being used at 😂💗
311,14/9/19,GiveBloodNHS,82,0,157,82,"i'm donating blood tomorroooow! excited for number 6 💉
@givebloodnhs"
312,13/9/19,GiveBloodNHS,140,5,25,22,"very proud to have recently made my 10th donation with @givebloodnhs. 
why not donate too? 
(yes my middle name is frederick)
#giveblood 🩸🩸🩸 "
313,13/9/19,GiveBloodNHS,139,2,286,303,"30 minutes, that’s all it took, 30 mins, arrived, checked in, answered questions, donated to @givebloodnhs then had a drink and busicuits, 30 mins to save a life, 30 mins is nothing to #giveblood "
314,13/9/19,GiveBloodNHS,135,1,254,458,@givebloodnhs have a friday night pint on me - nice fresh draft of o neg headed your way 👊🏻🙌🏻 
315,13/9/19,GiveBloodNHS,140,2,664,377,"lovely surprise in the post today! thanks @givebloodnhs 

why not look into how to donate (if you are able... i know a lot of my twitter fam would love to but aren't allowed). "
316,13/9/19,GiveBloodNHS,140,2,982,489,all set for donation 59 with the lovely #rdguk team. go on #giveblood it's so important to do so if you can @givebloodnhs 
317,13/9/19,GiveBloodNHS,140,1,3072,1528,"just finished my platelets donation with @givebloodnhs. this isn’t κυδος for me - just a “come on, chaps!” to the twittersphere. "
318,13/9/19,GiveBloodNHS,112,1,331,1109,@givebloodnhs my 13th donation on friday 13th...spooky! 👻 #giveblood 
319,13/9/19,GiveBloodNHS,123,0,34,234,"well this was a lovely surprise to come home to!
#giveblood @givebloodnhs #10donor "
320,13/9/19,GiveBloodNHS,95,0,320,1119,"lovely surprise to come home to, thank you  @givebloodnhs "
321,13/9/19,GiveBloodNHS,120,2,894,2336,always a good day when you get one of these texts #givingforgert ⁦@givebloodnhs⁩ 
322,13/9/19,GiveBloodNHS,77,3,8019,3154,good deed of the day @givebloodnhs 💪 
323,13/9/19,GiveBloodNHS,140,3,1947,1571,taking a break to help out today. i'm o- so a useful type. do consider donation! #giveblood @givebloodnhs 
324,13/9/19,GiveBloodNHS,140,1,6,54,hurrah ❤💪 got my message @givebloodnhs . family connection with leicester so happy to give something back #giveblood 
325,13/9/19,GiveBloodNHS,69,1,168,91,donation no 87 @givebloodnhs 
326,13/9/19,GiveBloodNHS,140,0,537,1504,here for my thrice yearly donation. @givebloodnhs please consider signing up if you haven’t already. 
327,13/9/19,GiveBloodNHS,138,3,703,1656,"you guys! @givebloodnhs you’ve totally made my day! a really lovely, unexpected gesture #giveblood "
328,13/9/19,GiveBloodNHS,140,2,19,28,@givebloodnhs saw this email today. i may not have been able to save matilda but i may be able to help save lots other babies over my lifetime #giveblood 
329,13/9/19,GiveBloodNHS,139,2,572,464,"my first donation, selfishly, was a way to find out my blood group ahead of travelling for a year (incase i ended up in hospital needing a transfusion). 

once i realised how easy it was and the difference it makes it was a no-brainer to continue.

@givebloodnhs #giveblood "
330,13/9/19,GiveBloodNHS,139,1,195,714,"being well looked after- as ever - by the fantastic team at cathedral court in sheffield, and #bbccricket are keeping me company whilst i donate platelets @givebloodnhs "
331,13/9/19,GiveBloodNHS,140,6,30,345,"just beginning another platelet donation. number 50 just going in the bags. look at all the snacks 😂😂 @givebloodnhs 
#goldenblood #platelets #savinglives "
332,13/9/19,GiveBloodNHS,140,4,26,54,after not being able to donate for a number of years i’ve signed back up to #giveblood if you haven’t before sign up now! @nhsbt 
333,13/9/19,GiveBloodNHS,140,1,145,479,just over 8 minutes to make this landmark donation! excellent staff looking after me as always and the follow up text to let me know how my donation was used is always a nice touch. @givebloodnhs #giveblood 
334,13/9/19,GiveBloodNHS,140,1,1262,625,"yesterday i gave blood for the first time. if you can, please look out how to support the #nhs and @givebloodnhs ❣ "
335,12/9/19,GiveBloodNHS,139,2,71,220,donation no. 9 ❤️ excellent care as always from the team @givebloodnhs and in and out in record time. looking forward to seeing where this donation goes! #giveblood #savealife 
336,12/9/19,GiveBloodNHS,86,1,120,395,#47 in the bag yesterday #giveblood @givebloodnhs 
337,12/9/19,GiveBloodNHS,139,7,906,1325,be kind to me...i gave my 90th blood donation today! be kind to your fellow ‘men’ and sign up to do the same. one day you may be glad that your fellow ‘men’ did it for you! @givebloodnhs  #giveblood 
338,12/9/19,GiveBloodNHS,106,0,230,447,i love the messages you get after donating blood 😀 @givebloodnhs 
339,12/9/19,GiveBloodNHS,71,0,3913,2265,9th donation @givebloodnhs ♥️ 
340,12/9/19,GiveBloodNHS,140,1,1601,3433,my 100th platelet donation through @givebloodnhs today enough to help up to 300 adults or 800 babies. not something everyone with cerebral palsy can do and a nice gift to give other people on my bday. thanks to @osleisure @ordnancesurvey for being flexible employers. #giveblood 
341,12/9/19,GiveBloodNHS,140,0,3415,1869,"exactly one week ago i was relaxing with an orange (and mint!🙊) club and a cuppa after donating, now my blood has been issued 😊💗
thank you @givebloodnhs @nhsbt "
342,12/9/19,GiveBloodNHS,140,0,9,44,"donation number 98 gone south, and number 99 booked for 24th december; a present to anyone who needs it. i just feel so pleased that my small effort can make a difference 😇
@givebloodnhs "
343,12/9/19,GiveBloodNHS,137,2,147,139,"@givebloodnhs help me decide. bonus for platelet donors, snacks while plugged in #thursdaythoughts "
344,12/9/19,GiveBloodNHS,118,3,196,450,another pint of my best b+ on its way to someone in need. @givebloodnhs 💉 
345,12/9/19,givebloodscot,84,0,305,1060,good deed done for today @givebloodscot 🙌🏻 
346,12/9/19,GiveBloodNHS,106,1,479,391,love finding out what happens to my blood donation @givebloodnhs 
347,12/9/19,GiveBloodNHS,140,1,60,247,time for a cup of tea and to put my feet up having just given a little back ☕️@givebloodnhs #giveblood 
348,12/9/19,GiveBloodNHS,140,4,166,489,can not wait until i can give blood again! it’s genuinely the best feeling 🖤 #giveblood #savealife 
349,12/9/19,GiveBloodNHS,100,2,24,43,third donation done - now for the biscuits!! #giveblood 
350,12/9/19,GiveBloodNHS,137,1,418,548,3rd donation done after a 13hr day at work 👍🏼 get it donnneee guys 🙌🏼 #giveblood @givebloodnhs 
351,12/9/19,GiveBloodNHS,106,1,1453,880,just booked next @givebloodnhs appointment - my first one of 2020 with be my 10th! ♥️
352,12/9/19,GiveBloodNHS,140,3,54,619,"love to receive these messages.. my 74th unit of blood is bound for the good people of #blackburn 
@givebloodnhs "
353,11/9/19,GiveBloodNHS,140,2,88,246,the reason to give blood a mint club biscuit oh yeah and you could save someone's life! @givebloodnhs #o+ 
354,11/9/19,GiveBloodNHS,104,1,235,593,blood donation number 25 booked in for december! @givebloodnhs 💉 
355,11/9/19,GiveBloodNHS,112,1,86,169,"donation 32

go do it people,you may need it one day 

@givebloodnhs "
356,11/9/19,GiveBloodNHS,107,1,118,487,"72nd donation underway @givebloodnhs in pocklington, east yorkshire 💉☕️🍪 "
357,11/9/19,GiveBloodNHS,140,1,1257,434,a throne for all the kings and queens giving blood today in warrington. in half an hour you could save up to 3 lives with your donation and they give you unlimited orange club biscuits once you’re done. @givebloodnhs #joinourclub 
358,11/9/19,GiveBloodNHS,140,1,200,293,"@givebloodnhs after not being able to donate for a while for whatever reason, i’m glad i was able to donate this evening a pint of much needed o- blood. 💉💉😊😊"
359,11/9/19,GiveBloodNHS,88,2,769,817,@givebloodnhs a negative blood donor #giveblood 
360,11/9/19,GiveBloodNHS,140,1,452,1179,#blooddonation my appointment confirmation arrived today. all set to make my 39th donation next week 👍 #savelives @givebloodnhs 
361,11/9/19,givebloodscot,140,2,33,59,"just gave blood for the first time with a few others from @fifthring 
huge thanks to everyone at @givebloodscot, really friendly &amp; helpful! "
362,11/9/19,GiveBloodNHS,140,0,107,229,@givebloodnhs the best part of giving blood is knowing that someone in need has been helped #helpingothers 
363,11/9/19,GiveBloodNHS,140,0,505,449,"found out today i’m a neo blood donor (new born babies), so for less than an hour out of my day i potentially just saved the life of a newborn baby #giveblood "
364,11/9/19,GiveBloodNHS,144,0,4735,3788,"it’s a very proud day today, another blood donation &amp; i was informed my blood is neo tagged to help save new born babies &amp; infants. #giveblood "
365,11/9/19,GiveBloodNHS,140,1,285,302,"always good to check if there are any cancellations at a local @givebloodnhs donation a few days before if you couldn’t make an appointment earlier, i’ve managed to fill a gap this friday #giveblood"
366,11/9/19,GiveBloodNHS,54,0,522,1429,#giveblood 
367,11/9/19,GiveBloodNHS,144,2,769,817,gave blood for the first time yesterday &amp; it definitely won’t be the last it was so much easier than i thought! feeling extra proud of myself today @givebloodnhs #giveblood #blooddonation #blooddonor 
368,11/9/19,GiveBloodNHS,140,0,245,387,day off today so i started off by giving a pint of my finest @givebloodnhs 💉  also catching up with some wonderful friends later for afternoon tea ☕️ #restday 
369,11/9/19,givebloodscot,140,2,144,449,10 donations this evening for me and fraser 💪🏻 remember and donate your blood if you can! only 3 teaspoons from your 1 donation can save the life of a premature baby ❣️👶🏼 @givebloodscot 
370,11/9/19,GiveBloodNHS,86,3,682,3846,donation 25 underway @givebloodnhs #itsgoodtogive 
371,11/9/19,GiveBloodNHS,140,2,114,537,donation 32 in the bag - i’m lucky enough to be able to donate so i do it for those who can’t 😍 @givebloodnhs #gooddeedfortheday 
372,11/9/19,GiveBloodNHS,140,3,356,341,"@heartmummy @givebloodnhs the best thing about giving blood is getting to make the same tony hancock jokes every 3 months. 

""a pint!? that's nearly an armful!""

(the nurses have to laugh at that. it's the law.) "
373,11/9/19,GiveBloodNHS,140,4,107,229,@givebloodnhs this is why ab- donors should give at every opportunity possible #savelives #giveblood #becausewecan 
374,11/9/19,GiveBloodNHS,140,2,57,71,"content warning: blood and needles

i gave blood today! o rhesus negative blood, which is a pretty rare bloodtype which anyone can receive.

hot choc and snacks for free, #prideandprejudice #book not included 😉 
#blooddonation #blooddonor #lifesaver @givebloodnhs "
375,10/9/19,GiveBloodNHS,87,0,5199,2584,the best bit about giving blood 👌 @givebloodnhs 
376,10/9/19,GiveBloodNHS,140,0,178,681,best text of the day! @givebloodnhs whittington hospital you have the best blood! i should know it’s mine 
377,10/9/19,WelshBlood,140,0,130,293,"@welshblood o : just donated today for the first time! super proud. great team, fast, efficient, comfortable and gr8 biscuits 👍👍 #yesidonate #giveblood #feelsgoodtodogood "
378,10/9/19,GiveBloodNHS,140,1,14,110,love getting these text messages from @givebloodnhs . it is great to know where its issued! 13th donation ❤💉❤ #giveblood #donate 
379,10/9/19,GiveBloodNHS,66,1,261,1455,@givebloodnhs #number18 
380,10/9/19,GiveBloodNHS,140,1,2473,3993,yesss! at @northlakeshotel and passed as ok to @givebloodnhs again! so reading advice re leg and buttock clenching - my exercise preoccupation for the next 15 minutes whilst donating as well as left-handed typing as right arm better for donating - multi-tasking! 
381,10/9/19,GiveBloodNHS,111,0,130,917,that time again 💉 @givebloodnhs #blooddonationcamp #redgame #giveblood 
382,10/9/19,GiveBloodNHS,140,0,2473,3993,wow! that seemed to go fast - @givebloodnhs donation (my 28th) done in under 12 minutes - now for a packet of crisps and another long drink of squash.... 
383,10/9/19,GiveBloodNHS,140,1,520,607,guilt-free orange club biscuits! thank you to the marvellous staff at the blood donation session at the @syfr today. hope you enjoyed the @yorkshiretea - that box should last you until the end of the shift. @givebloodnhs #doncasterisgreat 
384,10/9/19,GiveBloodNHS,118,1,1105,1455,i love getting these texts @givebloodnhs such an honour #giveblood #onegative 
385,10/9/19,GiveBloodNHS,123,2,979,1089,13th blood donation done today- that's 39 lives in total that i could've improved or saved! @givebloodnhs
386,10/9/19,GiveBloodNHS,112,0,454,385,"haven’t done this for a while, feeling a little smug...
@givebloodnhs "
387,10/9/19,WelshBlood,140,4,139,256,i gave blood for the first time today and i don’t know what i was so afraid of. it only takes a few minutes to give blood and save someone’s life. if you have the time please donate with @welshblood
388,10/9/19,GiveBloodNHS,140,4,2772,1417,"tw: blood, needles.

donate blood! @givebloodnhs 

today i learned that my blood donation will help up to six (!) babies 😭 as i have some kind of pure blood, my donations always go to to babies first. "
389,10/9/19,GiveBloodNHS,140,0,73,167,taking time to take the biscuit. platelet and plasma donation 305 safely on it's way  @givebloodnhs 
390,10/9/19,GiveBloodNHS,140,14,761,703,my son had a cancer-related blood transfusion recently. today it was payback. one pint of my red stuff back in the blood bank. please #giveblood. it truly saves lives. 
391,10/9/19,GiveBloodNHS,81,0,44,85,@givebloodnhs  #platelets #snacktime 
392,10/9/19,GiveBloodNHS,77,1,108,372,@givebloodnhs first platelet donation 
393,10/9/19,GiveBloodNHS,140,0,119,134,confused my donor neighbour as i was in after and out before him - it’s all in the clenching @givebloodnhs 
394,10/9/19,GiveBloodNHS,98,1,40,190,10th donation today @givebloodnhs ! #dosomethingamazing 
395,10/9/19,GiveBloodNHS,140,0,615,1018,#number35 with the lovely @givebloodnhs staff at liverpool donation centre #bleedforlife #giveblood #dosomethingamazing 
396,10/9/19,GiveBloodNHS,124,1,704,1656,my 10th blood donation. love seeing where it’s gone to help @givebloodnhs #giveblood 
397,9/9/19,GiveBloodNHS,140,1,1926,995,i know i could buy these when ever but they just taste better after donating blood. @givebloodnhs 
398,9/9/19,GiveBloodNHS,116,0,131,486,some of the best text messages i ever get are these ones from @givebloodnhs 
399,9/9/19,GiveBloodNHS,140,0,128,496,getting a text message from @givebloodnhs telling me where my donation has gone is great. such a worthwhile thing to do and it only takes a few minutes. #giveblood 
400,9/9/19,GiveBloodNHS,140,1,162,142,great to know my donated #onegative blood has been issued to @uhsft southampton general hospital @givebloodnhs #proudtocare #blooddonation 
401,9/9/19,GiveBloodNHS,140,0,3385,906,"nice to know that whilst i’m sipping vin rouge on a train, my blood has found its way to blackburn ❤️

#giveblood "
402,9/9/19,GiveBloodNHS,148,2,356,151,"today i gave my 8th blood donation &amp; i found out my blood is neo negative, which helps poorly &amp; unwell babies. so happy i can donate &amp; help people! @givebloodnhs ❤️👏😏😁 "
403,9/9/19,GiveBloodNHS,140,2,128,282,i love receiving this text message from @givebloodnhs telling me my pint of o neg has gone on to help save a life!  #savealife #giveblood ❤️👍🏻 
404,9/9/19,GiveBloodNHS,140,1,111,636,"made my day getting a text while on holiday in #greece. from me to #gatehead queen elizabeth hospital, a pint of my best 🅾️ donated with pleasure and i'm sure it will be put to good use. #helpsavealife #givitago @qegateshead @givebloodnhs "
405,9/9/19,GiveBloodNHS,93,0,1550,2909,excellent! not so very far away. thanks @givebloodnhs 
406,9/9/19,GiveBloodNHS,113,0,101,133,well earned mint chocolate club after my 27th blood donation @givebloodnhs 
407,9/9/19,GiveBloodNHS,139,2,803,2360,another successful mission with @givebloodnhs. if you’ve never done it. you should!! #giveblood 
408,9/9/19,GiveBloodNHS,137,1,432,204,donation 22 completed for @givebloodnhs &amp; number 23 already booked in #giveblood #savealife 
409,9/9/19,GiveBloodNHS,140,2,465,121,next donation date for me is 2 weeks tomorrow !! i can’t stress enough how important it is to donate for those in need my blood goes to the babies in need !! especially if you are o- as we are in high demand 💖💖💖 this is my little bit of giving back which i do 💖 @givebloodnhs 
410,9/9/19,GiveBloodNHS,140,0,453,451,donation 27 of b+ up and running at the leicester donor centre @givebloodnhs @nhsbt 🙌🏼💉 #giveblood #blooddonation #studentnurse 
411,9/9/19,GiveBloodNHS,140,2,9609,4194,another pint donated in just over 8 minutes 😍 it’s so important to give blood if you are able 💉 donation centres like this one in leicester are open everyday so can always fit me somewhere @nhsbt @givebloodnhs #stnurseproject #studentnurse #giveblood 
412,8/9/19,GiveBloodNHS,140,4,422,897,"if you can, please give blood.  without 18 people donating blood my mum wouldn't be here. puts it into perspective how important it is. it's been too long since my last donation. i was back today and reminded just how easy it is. plus there's free snacks 🅾️💉🧛🏻‍♂️🍫☕ @givebloodnhs "
413,8/9/19,GiveBloodNHS,140,1,435,654,didn't fully realise i'd made it to this milestone until today #proudtohavehelped #50thdonation @givebloodnhs 
414,8/9/19,GiveBloodNHS,82,1,78,330,@givebloodnhs another pint given today 
415,8/9/19,GiveBloodNHS,98,2,3135,780,a bloody good morning. 😊 help save a life. #giveblood 💉 
416,8/9/19,GiveBloodNHS,140,1,23,21,"made my last donation for the year yesterday. if you haven’t read my recent post on this, get involved 👇🏽#giveblood #donate #donateblood 
"
417,8/9/19,GiveBloodNHS,140,0,627,1113,"@givebloodnhs just booked my next donation. if you're not already a donor why not take a look and register. do something amazing, give blood, save a life. #giveblood  "
418,8/9/19,GiveBloodNHS,108,0,208,556,sunday morning triple #platelets donation c/o @givebloodnhs  #edgware 
419,8/9/19,GiveBloodNHS,100,2,353,1826,gave my 5th blood donation today #giveblood @givebloodnhs 
420,7/9/19,GiveBloodNHS,138,2,139,1659,just received an email saying i've reached my first milestone @givebloodnhs #giveblood #savealife 
421,7/9/19,GiveBloodNHS,140,1,1349,4421,"currently on route to give blood @givebloodnhs

happy saturday guys

#nhs #giveblood #hekping #giving #gratitude "
422,7/9/19,GiveBloodNHS,140,1,350,580,super proud of this pint - doesn’t leave me with any form of hangover and i get free biscuits. happy 40th! @givebloodnhs 
423,7/9/19,GiveBloodNHS,97,1,958,512,so encouraging receiving this text message 🙌 @givebloodnhs 
424,7/9/19,GiveBloodNHS,144,10,1026,396,"that's why i'm easy... easy like sunday morning....just relaxing &amp; chilling donating blood, 44th time 2 help many including #sicklecell patients. #black ppl, time 2 donate now 2 save r own lives. don't leave it 2 others. charity begins at home @acltcharity @givebloodnhs @nbta_uk "
425,7/9/19,GiveBloodNHS,140,0,94,262,"@givebloodnhs i will, theres still plenty of biscuits for me to demolish on the table after donations "
426,7/9/19,GiveBloodNHS,87,3,634,2483,"be like me, swap blood for biscuits
@givebloodnhs "
427,7/9/19,GiveBloodNHS,121,0,1968,3899,"@givebloodnhs yay, my first ever donation has reached its destination. ☺️ #giveblood "
428,6/9/19,GiveBloodNHS,140,2,188,510,ticked off my second blood donation this morning at the west end @givebloodnhs centre! thank you to the lovely staff who made the process as nice as possible! ❤️ 
429,6/9/19,GiveBloodNHS,140,1,1197,510,thank you to all the staff working long hours so we can @givebloodnhs! 6th donation done and so chuffed to have helped someone in need! 💕 
430,6/9/19,GiveBloodNHS,140,1,276,290,"there he is, donation no 21 🎉💖 an hour of my time to get in, donate, drink tea and eat biscuits to save up to 3 people's lives.  worth👏 every 👏second 👏

please consider it, visit @givebloodnhs

#donate #savelives #giveblood #blooddonation "
431,6/9/19,GiveBloodNHS,140,20,1026,396,"7.15 minutes later, completed my 44th blood donation. never felt better. if i can do, so can u. especially #black people. we need to halt increasing silent crisis facing r #sicklecell patients in urgent need of well matched blood from own #black #race @acltcharity @givebloodnhs "
432,6/9/19,GiveBloodNHS,102,1,128,255,@givebloodnhs thanks for the text! 🥰❣️#giveblood #blooddonation 
433,6/9/19,GiveBloodNHS,135,0,431,781,just completed my 26th blood donation 💉 #giveblood @givebloodnhs #savelives #donate @desidonors #26 
434,6/9/19,GiveBloodNHS,86,1,130,130,donating another pint of vintage red ❤️ #giveblood 
435,6/9/19,GiveBloodNHS,140,0,67,168,#3 donation! happy to help save lives. it's never too late to try and donate! #giveblood @givebloodnhs #studentnurse 
436,6/9/19,GiveBloodNHS,139,2,700,742,"our 4th time giving blood. i get very nervous about anything like this but it's so worth it and gets less scary each time. the staff are so lovely and i try to think of the people, like my sister, who really need it. if you can, please #giveblood "
437,6/9/19,GiveBloodNHS,139,0,211,326,"took @bbqbaby2 with me to give blood today.

thought i should show him that not only is it the right thing to do, you can save somebody’s life, and their snack game is strong 💪🏻 

it’s worth donating just for the @seabrookcrisps and biscuits 🤣

#savealife #giveblood "
438,6/9/19,GiveBloodNHS,140,1,49,66,nothing beats a cheeky friday afternoon pint! tenth donation of o+ blood made.  i recommend @nhsbt blood donor centre in leicester if you’ve not yet visited #giveblood #opositive 
439,6/9/19,GiveBloodNHS,82,0,292,562,best message on a friday @givebloodnhs 
440,6/9/19,GiveBloodNHS,140,2,34,141,that’s 167 pints donated between me and the good lady @givebloodnhs @westhr_sue she would do anything for a @mcvities orange club 
441,6/9/19,GiveBloodNHS,144,1,196,281,@givebloodnhs @anitajcurtis &amp; i have just booked our first appointment  together with you guys. looking forward to supporting a fantastic service 👍🏻💉❤️
442,6/9/19,GiveBloodNHS,119,0,51,314,#10 in the bag (literally) @givebloodnhs it doesn't take long to save a life 😊 
443,6/9/19,GiveBloodNHS,140,10,485,361,"i gave blood yesterday. i made my appointment because i saw a tweet. so here's an underwhelming little tweet that is actually important, as it may remind someone out there that they'd like to give blood too. @welshblood @givebloodnhs #notbeingsanctimonious"
444,6/9/19,GiveBloodNHS,62,0,138,269,@givebloodnhs #5 is my next one in october 🅰️➕
445,5/9/19,GiveBloodNHS,139,1,354,1128,"first blood donation in over a year and a half. amazing staff, delicious snacks, gorgeous mural, saving lives. what's not to love? ❤ @givebloodnhs #giveblood "
446,5/9/19,GiveBloodNHS,140,4,59,76,"can you give a pint of blood to help others? i’ve been well looked after @manchesterfire chadderton fire station tonight by jamie from @givebloodnhs and the team as i donated my 31st pint. one pint might help save three lives! if you can, please give it a go! "
447,5/9/19,GiveBloodNHS,122,1,484,202,first time donating this evening @givebloodnhs here’s to plenty more donations 💉 
448,5/9/19,GiveBloodNHS,87,3,54883,773,10th donation in the bag today. 💉✨ #giveblood 
449,5/9/19,GiveBloodNHS,140,1,162,278,"just made my 5th blood donation @givebloodnhs - that's almost 2.5 litres of the good stuff! wonderful staff as always and an even better biscuit selection 👌🏻

📸 ft. my birthmark aka the chocolate button

#giveblood "
450,5/9/19,GiveBloodNHS,86,1,3412,1865,@givebloodnhs pleasure! until next time.. 
451,5/9/19,GiveBloodNHS,140,1,3412,1865,@givebloodnhs nowhere near a milestone but double clubs are a thing after 50 donations right? 😅💗 
452,5/9/19,GiveBloodNHS,113,0,139,1659,5th blood donation done &amp; dusted @givebloodnhs #giveblood #savealife 
453,5/9/19,GiveBloodNHS,71,1,291,231,@givebloodnhs 21 tommorow 😁 
454,5/9/19,GiveBloodNHS,66,1,280,751,number 16 done! @givebloodnhs 
455,5/9/19,GiveBloodNHS,124,1,908,2475,"my donation is done, sitting with a cup of yorkshire tea before i go @givebloodnhs "
456,5/9/19,GiveBloodNHS,121,1,176,476,giving my 18th blood donation in my #donate4dex tee! #giveblood @givebloodnhs 
457,5/9/19,GiveBloodNHS,139,1,422,362,"@givebloodnhs 
2nd blood donation in 🇬🇧 , and many in sa🇸🇦. glad to get it done. 🅾️
no excuses people! #giveblood 

❤️🌧 "
458,5/9/19,GiveBloodNHS,140,0,63,648,@givebloodnhs  absolutely love these txts as to where my o neg has gone! especially as it means my yorkshire blood will help over the border! #giveblood #yorkshire 
459,5/9/19,GiveBloodNHS,83,1,757,1168,"i’m a bit rare, apparently! #giveblood "
460,5/9/19,GiveBloodNHS,140,0,4252,2976,feel a little lighter. well i did for a wee while before i discovered the treats available after giving blood. the wide selection of snacks is reason to go in itself! #giveblood #blooddonation  #firsttimer @givebloodnhs 
